"year","zone","measure","value"
"1997","S01002093","Mean",50224
"2005","S01002093","Mean",130542
"2009","S01002093","Mean",157767
"2010","S01002093","Mean",168590
"2011","S01002093","Mean",138858
"2012","S01002093","Mean",157333
"2013","S01002093","Mean",140856
"2006","S01002093","Mean",151198
"2003","S01002093","Mean",91138
"2002","S01002093","Mean",95249
"1998","S01002093","Mean",59843
"1999","S01002093","Mean",61923
"2007","S01002093","Mean",169360
"2000","S01002093","Mean",64014
"2001","S01002093","Mean",71845
"1997","S01002093","Upper Quartile",59055
"2003","S01002093","Upper Quartile",124000
"2002","S01002093","Upper Quartile",117250
"1996","S01002093","Upper Quartile",52000
"2008","S01002093","Upper Quartile",187950
"2006","S01002093","Upper Quartile",186186
"1998","S01002093","Upper Quartile",76116
"1995","S01002093","Upper Quartile",47750
"2007","S01002093","Upper Quartile",185000
"2004","S01002093","Upper Quartile",138000
"1999","S01002093","Upper Quartile",75000
"2011","S01002093","Upper Quartile",160170
"1994","S01002093","Upper Quartile",55000
"2005","S01002093","Upper Quartile",150000
"2012","S01002093","Upper Quartile",170000
"2013","S01002093","Upper Quartile",161500
"2010","S01002093","Upper Quartile",210133
"1993","S01002093","Upper Quartile",45000
"2001","S01002093","Upper Quartile",91500
"2009","S01002093","Upper Quartile",185000
"2000","S01002093","Upper Quartile",75000
"2004","S01002093","Lower Quartile",79500
"2005","S01002093","Lower Quartile",117100
"2006","S01002093","Lower Quartile",129000
"2007","S01002093","Lower Quartile",150000
"2008","S01002093","Lower Quartile",143000
"2009","S01002093","Lower Quartile",115000
"2010","S01002093","Lower Quartile",150000
"2011","S01002093","Lower Quartile",83000
"2012","S01002093","Lower Quartile",140000
"2013","S01002093","Lower Quartile",110000
"2003","S01002093","Lower Quartile",60000
"2002","S01002093","Lower Quartile",71000
"1998","S01002093","Lower Quartile",46032
"1999","S01002093","Lower Quartile",51517
"2000","S01002093","Lower Quartile",55000
"2001","S01002093","Lower Quartile",47975
"1993","S01002093","Lower Quartile",32000
"1994","S01002093","Lower Quartile",35000
"1995","S01002093","Lower Quartile",34750
"1996","S01002093","Lower Quartile",39950
"1997","S01002093","Lower Quartile",43000
"2004","S01002093","Count",18
"2005","S01002093","Count",21
"2006","S01002093","Count",21
"2007","S01002093","Count",17
"2008","S01002093","Count",13
"2009","S01002093","Count",9
"2010","S01002093","Count",7
"2011","S01002093","Count",11
"2012","S01002093","Count",6
"2013","S01002093","Count",17
"2003","S01002093","Count",18
"2002","S01002093","Count",24
"1998","S01002093","Count",28
"1999","S01002093","Count",27
"2000","S01002093","Count",29
"2001","S01002093","Count",24
"1993","S01002093","Count",34
"1994","S01002093","Count",27
"1995","S01002093","Count",24
"1996","S01002093","Count",18
"1997","S01002093","Count",23
"2008","S01002094","Median",126750
"2009","S01002094","Median",113750
"2006","S01002094","Median",120000
"2005","S01002094","Median",96834
"1998","S01002094","Median",47950
"2010","S01002094","Median",120000
"2013","S01002094","Median",108500
"2012","S01002094","Median",122500
"1995","S01002094","Median",44500
"2011","S01002094","Median",120000
"2004","S01002094","Median",87506
"1993","S01002094","Median",43500
"2001","S01002094","Median",56500
"2002","S01002094","Median",67525
"1996","S01002094","Median",44375
"2000","S01002094","Median",50000
"1999","S01002094","Median",48000
"2003","S01002094","Median",80375
"1997","S01002094","Median",46500
"1994","S01002094","Median",40225
"2007","S01002094","Median",125000
"1993","S01002094","Mean",50710
"1994","S01002094","Mean",48936
"1995","S01002094","Mean",52955
"2008","S01002094","Mean",139800
"1996","S01002094","Mean",53728
"2004","S01002094","Mean",111959
"1997","S01002094","Mean",65243
"2005","S01002094","Mean",132113
"2009","S01002094","Mean",171531
"2010","S01002094","Mean",137278
"2011","S01002094","Mean",164058
"2012","S01002094","Mean",162764
"2013","S01002094","Mean",136875
"2006","S01002094","Mean",155558
"2003","S01002094","Mean",109720
"2002","S01002094","Mean",95115
"1998","S01002094","Mean",61662
"1999","S01002094","Mean",60458
"2007","S01002094","Mean",141558
"2000","S01002094","Mean",65764
"2001","S01002094","Mean",87005
"1997","S01002094","Upper Quartile",79000
"2003","S01002094","Upper Quartile",139000
"2002","S01002094","Upper Quartile",131257
"1996","S01002094","Upper Quartile",68000
"2008","S01002094","Upper Quartile",140000
"2006","S01002094","Upper Quartile",165000
"1998","S01002094","Upper Quartile",67500
"1995","S01002094","Upper Quartile",66750
"2007","S01002094","Upper Quartile",131000
"2004","S01002094","Upper Quartile",134264
"1999","S01002094","Upper Quartile",74500
"2011","S01002094","Upper Quartile",195000
"1994","S01002094","Upper Quartile",42000
"2005","S01002094","Upper Quartile",172585
"2012","S01002094","Upper Quartile",237306
"2013","S01002094","Upper Quartile",117500
"2010","S01002094","Upper Quartile",123500
"1993","S01002094","Upper Quartile",63000
"2001","S01002094","Upper Quartile",96800
"2009","S01002094","Upper Quartile",226500
"2000","S01002094","Upper Quartile",58000
"2004","S01002094","Lower Quartile",80000
"2005","S01002094","Lower Quartile",85625
"2006","S01002094","Lower Quartile",99995
"2007","S01002094","Lower Quartile",120000
"2008","S01002094","Lower Quartile",122450
"2009","S01002094","Lower Quartile",107750
"2010","S01002094","Lower Quartile",100000
"2011","S01002094","Lower Quartile",100000
"2012","S01002094","Lower Quartile",92500
"2013","S01002094","Lower Quartile",91500
"2003","S01002094","Lower Quartile",74000
"2002","S01002094","Lower Quartile",60000
"1998","S01002094","Lower Quartile",45000
"1999","S01002094","Lower Quartile",45000
"2000","S01002094","Lower Quartile",48000
"2001","S01002094","Lower Quartile",53900
"1993","S01002094","Lower Quartile",38900
"1994","S01002094","Lower Quartile",39000
"1995","S01002094","Lower Quartile",39500
"1996","S01002094","Lower Quartile",41000
"1997","S01002094","Lower Quartile",42500
"2004","S01002094","Count",16
"2005","S01002094","Count",24
"2006","S01002094","Count",15
"2007","S01002094","Count",17
"2008","S01002094","Count",8
"2009","S01002094","Count",8
"2010","S01002094","Count",9
"2011","S01002094","Count",13
"2012","S01002094","Count",8
"2013","S01002094","Count",8
"2003","S01002094","Count",30
"2002","S01002094","Count",22
"1998","S01002094","Count",17
"1999","S01002094","Count",19
"2000","S01002094","Count",23
"2001","S01002094","Count",21
"1993","S01002094","Count",15
"1994","S01002094","Count",14
"1995","S01002094","Count",16
"1996","S01002094","Count",10
"1997","S01002094","Count",15
"2008","S01002095","Median",327000
"2009","S01002095","Median",327752
"2006","S01002095","Median",250000
"2005","S01002095","Median",240000
"1998","S01002095","Median",115000
"2010","S01002095","Median",330000
"2013","S01002095","Median",403750
"2012","S01002095","Median",378500
"1995","S01002095","Median",111200
"2011","S01002095","Median",389000
"2004","S01002095","Median",220000
"1993","S01002095","Median",123500
"2001","S01002095","Median",220000
"2002","S01002095","Median",262500
"1996","S01002095","Median",113750
"2000","S01002095","Median",180072
"1999","S01002095","Median",155125
"2003","S01002095","Median",240000
"1997","S01002095","Median",210500
"1994","S01002095","Median",163500
"2007","S01002095","Median",335000
"1993","S01002095","Mean",116428
"1994","S01002095","Mean",164329
"1995","S01002095","Mean",139217
"2008","S01002095","Mean",335451
"1996","S01002095","Mean",212359
"2004","S01002095","Mean",277773
"1997","S01002095","Mean",196140
"2005","S01002095","Mean",283589
"2009","S01002095","Mean",397167
"2010","S01002095","Mean",381850
"2011","S01002095","Mean",469164
"2012","S01002095","Mean",436000
"2013","S01002095","Mean",406750
"2006","S01002095","Mean",350763
"2003","S01002095","Mean",265645
"2002","S01002095","Mean",335432
"1998","S01002095","Mean",141748
"1999","S01002095","Mean",211281
"2007","S01002095","Mean",389592
"2000","S01002095","Mean",235096
"2001","S01002095","Mean",271813
"1997","S01002095","Upper Quartile",235000
"2003","S01002095","Upper Quartile",327275
"2002","S01002095","Upper Quartile",500000
"1996","S01002095","Upper Quartile",265000
"2008","S01002095","Upper Quartile",592578
"2006","S01002095","Upper Quartile",525000
"1998","S01002095","Upper Quartile",210000
"1995","S01002095","Upper Quartile",150000
"2007","S01002095","Upper Quartile",605000
"2004","S01002095","Upper Quartile",430000
"1999","S01002095","Upper Quartile",375000
"2011","S01002095","Upper Quartile",830000
"1994","S01002095","Upper Quartile",183000
"2005","S01002095","Upper Quartile",350120
"2012","S01002095","Upper Quartile",575000
"2013","S01002095","Upper Quartile",557500
"2010","S01002095","Upper Quartile",401401
"1993","S01002095","Upper Quartile",130000
"2001","S01002095","Upper Quartile",317500
"2009","S01002095","Upper Quartile",360000
"2000","S01002095","Upper Quartile",306000
"2004","S01002095","Lower Quartile",140000
"2005","S01002095","Lower Quartile",116000
"2006","S01002095","Lower Quartile",128000
"2007","S01002095","Lower Quartile",220000
"2008","S01002095","Lower Quartile",187000
"2009","S01002095","Lower Quartile",217500
"2010","S01002095","Lower Quartile",290000
"2011","S01002095","Lower Quartile",195000
"2012","S01002095","Lower Quartile",298000
"2013","S01002095","Lower Quartile",247500
"2003","S01002095","Lower Quartile",200000
"2002","S01002095","Lower Quartile",211750
"1998","S01002095","Lower Quartile",55000
"1999","S01002095","Lower Quartile",130000
"2000","S01002095","Lower Quartile",76000
"2001","S01002095","Lower Quartile",152630
"1993","S01002095","Lower Quartile",90900
"1994","S01002095","Lower Quartile",101500
"1995","S01002095","Lower Quartile",87000
"1996","S01002095","Lower Quartile",80000
"1997","S01002095","Lower Quartile",114050
"2004","S01002095","Count",11
"2005","S01002095","Count",7
"2006","S01002095","Count",15
"2007","S01002095","Count",23
"2008","S01002095","Count",8
"2009","S01002095","Count",6
"2010","S01002095","Count",9
"2011","S01002095","Count",7
"2012","S01002095","Count",6
"2013","S01002095","Count",8
"2003","S01002095","Count",18
"2002","S01002095","Count",18
"1998","S01002095","Count",15
"1999","S01002095","Count",10
"2000","S01002095","Count",14
"2001","S01002095","Count",12
"1993","S01002095","Count",9
"1994","S01002095","Count",24
"1995","S01002095","Count",13
"1996","S01002095","Count",10
"1997","S01002095","Count",20
"2008","S01002096","Median",397005
"2009","S01002096","Median",240000
"2006","S01002096","Median",355000
"2005","S01002096","Median",326500
"1998","S01002096","Median",121950
"2010","S01002096","Median",306603
"2013","S01002096","Median",250000
"2012","S01002096","Median",232500
"1995","S01002096","Median",92000
"2011","S01002096","Median",220000
"2004","S01002096","Median",250000
"1993","S01002096","Median",96565
"2001","S01002096","Median",231000
"2002","S01002096","Median",226100
"1996","S01002096","Median",115000
"2000","S01002096","Median",147000
"1999","S01002096","Median",199000
"2003","S01002096","Median",289000
"1997","S01002096","Median",105000
"1994","S01002096","Median",96651
"2007","S01002096","Median",380000
"1993","S01002096","Mean",97322
"1994","S01002096","Mean",101787
"1995","S01002096","Mean",85167
"2008","S01002096","Mean",353622
"1996","S01002096","Mean",129204
"2004","S01002096","Mean",278547
"1997","S01002096","Mean",103524
"2005","S01002096","Mean",324190
"2009","S01002096","Mean",277227
"2010","S01002096","Mean",322698
"2011","S01002096","Mean",254058
"2012","S01002096","Mean",268491
"2013","S01002096","Mean",279760
"2006","S01002096","Mean",388599
"2003","S01002096","Mean",282651
"2002","S01002096","Mean",227242
"1998","S01002096","Mean",124616
"1999","S01002096","Mean",199035
"2007","S01002096","Mean",409067
"2000","S01002096","Mean",167825
"2001","S01002096","Mean",222481
"1997","S01002096","Upper Quartile",115550
"2003","S01002096","Upper Quartile",332506
"2002","S01002096","Upper Quartile",285000
"1996","S01002096","Upper Quartile",153000
"2008","S01002096","Upper Quartile",415000
"2006","S01002096","Upper Quartile",484500
"1998","S01002096","Upper Quartile",138750
"1995","S01002096","Upper Quartile",95000
"2007","S01002096","Upper Quartile",440046
"2004","S01002096","Upper Quartile",330000
"1999","S01002096","Upper Quartile",228000
"2011","S01002096","Upper Quartile",260000
"1994","S01002096","Upper Quartile",121684
"2005","S01002096","Upper Quartile",356250
"2012","S01002096","Upper Quartile",317500
"2013","S01002096","Upper Quartile",340000
"2010","S01002096","Upper Quartile",415000
"1993","S01002096","Upper Quartile",98000
"2001","S01002096","Upper Quartile",281051
"2009","S01002096","Upper Quartile",350000
"2000","S01002096","Upper Quartile",205000
"2004","S01002096","Lower Quartile",230000
"2005","S01002096","Lower Quartile",259500
"2006","S01002096","Lower Quartile",292500
"2007","S01002096","Lower Quartile",345000
"2008","S01002096","Lower Quartile",249999
"2009","S01002096","Lower Quartile",180000
"2010","S01002096","Lower Quartile",170000
"2011","S01002096","Lower Quartile",190000
"2012","S01002096","Lower Quartile",184500
"2013","S01002096","Lower Quartile",220000
"2003","S01002096","Lower Quartile",184525
"2002","S01002096","Lower Quartile",185000
"1998","S01002096","Lower Quartile",110000
"1999","S01002096","Lower Quartile",181000
"2000","S01002096","Lower Quartile",132000
"2001","S01002096","Lower Quartile",155000
"1993","S01002096","Lower Quartile",86170
"1994","S01002096","Lower Quartile",86067
"1995","S01002096","Lower Quartile",68500
"1996","S01002096","Lower Quartile",100000
"1997","S01002096","Lower Quartile",100000
"2004","S01002096","Count",13
"2005","S01002096","Count",60
"2006","S01002096","Count",44
"2007","S01002096","Count",29
"2008","S01002096","Count",42
"2009","S01002096","Count",43
"2010","S01002096","Count",45
"2011","S01002096","Count",39
"2012","S01002096","Count",48
"2013","S01002096","Count",43
"2003","S01002096","Count",16
"2002","S01002096","Count",13
"1998","S01002096","Count",12
"1999","S01002096","Count",44
"2000","S01002096","Count",39
"2001","S01002096","Count",13
"1993","S01002096","Count",9
"1994","S01002096","Count",10
"1995","S01002096","Count",9
"1996","S01002096","Count",9
"1997","S01002096","Count",13
"2008","S01002097","Median",327500
"2009","S01002097","Median",298750
"2006","S01002097","Median",301301
"2005","S01002097","Median",270550
"1998","S01002097","Median",128000
"2010","S01002097","Median",322500
"2013","S01002097","Median",290050
"2012","S01002097","Median",285050
"1995","S01002097","Median",105526
"2011","S01002097","Median",260000
"2004","S01002097","Median",268000
"1993","S01002097","Median",103205
"2001","S01002097","Median",160000
"2002","S01002097","Median",215625
"1996","S01002097","Median",97000
"2000","S01002097","Median",145000
